BraTS21ID,Slice
BraTS2021_00674,0
BraTS2021_00674,1
BraTS2021_00674,2
BraTS2021_00674,3
BraTS2021_00674,4
BraTS2021_00674,5
BraTS2021_00674,6
BraTS2021_00674,7
BraTS2021_00674,8
BraTS2021_00674,9
BraTS2021_00674,10
BraTS2021_00674,11
BraTS2021_00674,12
BraTS2021_00674,13
BraTS2021_00674,14
BraTS2021_00674,15
BraTS2021_00674,16
BraTS2021_00674,17
BraTS2021_00674,18
BraTS2021_00674,19
BraTS2021_00674,20
BraTS2021_00674,21
BraTS2021_00674,22
BraTS2021_00674,23
BraTS2021_00674,24
BraTS2021_00674,25
BraTS2021_00674,26
BraTS2021_00674,27
BraTS2021_00674,28
BraTS2021_00674,29
BraTS2021_00674,30
BraTS2021_00674,31
BraTS2021_00674,32
BraTS2021_00674,33
BraTS2021_00674,34
BraTS2021_00674,35
BraTS2021_00674,36
BraTS2021_00674,37
BraTS2021_00674,38
BraTS2021_00674,39
BraTS2021_00674,40
BraTS2021_00674,41
BraTS2021_00674,42
BraTS2021_00674,43
BraTS2021_00674,44
BraTS2021_00674,45
BraTS2021_00674,46
BraTS2021_00674,47
BraTS2021_00674,48
BraTS2021_00674,49
BraTS2021_00674,50
BraTS2021_00674,51
BraTS2021_00674,52
BraTS2021_00674,53
BraTS2021_00674,54
BraTS2021_00674,55
BraTS2021_00674,56
BraTS2021_00674,57
BraTS2021_00674,58
BraTS2021_00674,59
BraTS2021_00674,60
BraTS2021_00674,61
BraTS2021_00674,62
BraTS2021_00674,63
BraTS2021_00674,64
BraTS2021_00674,65
BraTS2021_00674,66
BraTS2021_00674,67
BraTS2021_00674,68
BraTS2021_00674,69
BraTS2021_00674,70
BraTS2021_00674,71
BraTS2021_00674,72
BraTS2021_00674,130
BraTS2021_00674,131
BraTS2021_00674,132
BraTS2021_00674,133
BraTS2021_00674,134
BraTS2021_00674,135
BraTS2021_00674,136
BraTS2021_00674,137
BraTS2021_00674,138
BraTS2021_00674,139
BraTS2021_00674,140
BraTS2021_00674,141
BraTS2021_00674,142
BraTS2021_00674,143
BraTS2021_00674,144
BraTS2021_00674,145
BraTS2021_00674,146
BraTS2021_00674,147
BraTS2021_00674,148
BraTS2021_00674,149
BraTS2021_00674,150
BraTS2021_01482,0
BraTS2021_01482,1
BraTS2021_01482,2
BraTS2021_01482,3
BraTS2021_01482,4
BraTS2021_01482,5
BraTS2021_01482,6
BraTS2021_01482,7
BraTS2021_01482,8
BraTS2021_01482,9
BraTS2021_01482,10
BraTS2021_01482,11
BraTS2021_01482,12
BraTS2021_01482,13
BraTS2021_01482,14
BraTS2021_01482,15
BraTS2021_01482,16
BraTS2021_01482,17
BraTS2021_01482,18
BraTS2021_01482,19
BraTS2021_01482,20
BraTS2021_01482,21
BraTS2021_01482,22
BraTS2021_01482,23
BraTS2021_01482,24
BraTS2021_01482,25
BraTS2021_01482,26
BraTS2021_01482,27
BraTS2021_01482,28
BraTS2021_01482,29
BraTS2021_01482,30
BraTS2021_01482,31
BraTS2021_01482,32
BraTS2021_01482,33
BraTS2021_01482,34
BraTS2021_01482,35
BraTS2021_01482,36
BraTS2021_01482,37
BraTS2021_01482,38
BraTS2021_01482,39
BraTS2021_01482,110
BraTS2021_01482,111
BraTS2021_01482,112
BraTS2021_01482,113
BraTS2021_01482,114
BraTS2021_01482,115
BraTS2021_01482,116
BraTS2021_01482,117
BraTS2021_01482,118
BraTS2021_01482,119
BraTS2021_01482,120
BraTS2021_01482,121
BraTS2021_01482,122
BraTS2021_01482,123
BraTS2021_01482,124
BraTS2021_01482,125
BraTS2021_01482,126
BraTS2021_01482,127
BraTS2021_01482,128
BraTS2021_01482,129
BraTS2021_01482,130
BraTS2021_01482,131
BraTS2021_01482,132
BraTS2021_01482,133
BraTS2021_01482,134
BraTS2021_01482,135
BraTS2021_01482,136
BraTS2021_01482,137
BraTS2021_01187,13
BraTS2021_01187,14
BraTS2021_01187,15
BraTS2021_01187,16
BraTS2021_01187,17
BraTS2021_01187,18
BraTS2021_01187,19
BraTS2021_01187,20
BraTS2021_01187,21
BraTS2021_01187,22
BraTS2021_01187,23
BraTS2021_01187,24
BraTS2021_01187,25
BraTS2021_01187,26
BraTS2021_01187,27
BraTS2021_01187,28
BraTS2021_01187,29
BraTS2021_01187,30
BraTS2021_01187,31
BraTS2021_01187,32
BraTS2021_01187,33
BraTS2021_01187,34
BraTS2021_01187,35
BraTS2021_01187,36
BraTS2021_01187,37
BraTS2021_01187,38
BraTS2021_01187,39
BraTS2021_01187,40
BraTS2021_01187,41
BraTS2021_01187,42
BraTS2021_01187,43
BraTS2021_01187,44
BraTS2021_01187,45
BraTS2021_01187,46
BraTS2021_01187,47
BraTS2021_01187,48
BraTS2021_01187,49
BraTS2021_01187,50
BraTS2021_01187,51
BraTS2021_01187,52
BraTS2021_01187,53
BraTS2021_01187,54
BraTS2021_01187,55
BraTS2021_01187,56
BraTS2021_01187,57
BraTS2021_01187,58
BraTS2021_01187,59
BraTS2021_01187,60
BraTS2021_01187,61
BraTS2021_01187,62
BraTS2021_01187,63
BraTS2021_01187,64
BraTS2021_01187,130
BraTS2021_01187,131
BraTS2021_01187,132
BraTS2021_01187,133
BraTS2021_01187,134
BraTS2021_01187,135
BraTS2021_01187,136
BraTS2021_01187,137
BraTS2021_01187,138
BraTS2021_01187,139
BraTS2021_00032,0
BraTS2021_00032,1
BraTS2021_00032,2
BraTS2021_00032,3
BraTS2021_00032,4
BraTS2021_00032,5
BraTS2021_00032,6
BraTS2021_00032,7
BraTS2021_00032,8
BraTS2021_00032,9
BraTS2021_00032,10
BraTS2021_00032,11
BraTS2021_00032,12
BraTS2021_00032,13
BraTS2021_00032,14
BraTS2021_00032,15
BraTS2021_00032,16
BraTS2021_00032,17
BraTS2021_00032,18
BraTS2021_00032,19
BraTS2021_00032,20
BraTS2021_00032,21
BraTS2021_00032,22
BraTS2021_00032,23
BraTS2021_00032,24
BraTS2021_00032,25
BraTS2021_00032,26
BraTS2021_00032,27
BraTS2021_00032,28
BraTS2021_00032,29
BraTS2021_00032,30
BraTS2021_00032,31
BraTS2021_00032,32
BraTS2021_00032,33
BraTS2021_00032,34
BraTS2021_00032,35
BraTS2021_00032,36
BraTS2021_00032,37
BraTS2021_00032,38
BraTS2021_00032,39
BraTS2021_00032,40
BraTS2021_00032,41
BraTS2021_00032,42
BraTS2021_00032,43
BraTS2021_00032,44
BraTS2021_00032,45
BraTS2021_00032,46
BraTS2021_00032,47
BraTS2021_00032,48
BraTS2021_00032,49
BraTS2021_00032,50
